,Species,Country.of.Origin,Aroma,Flavor,Aftertaste,Acidity,Sweetness
459,Arabica,Honduras,7.5,7.5,7.5,7.67,10
460,Arabica,Honduras,7.67,7.67,7.5,7.67,10
461,Arabica,Guatemala,7.33,7.83,7.17,8.17,10
462,Arabica,United States (Hawaii),7.5,7.5,7.58,7.42,10
463,Arabica,"Tanzania, United Republic Of",7.58,7.5,7.58,7.75,10
464,Arabica,Guatemala,7.67,7.83,7.33,7.67,10
465,Arabica,Mexico,7.75,7.58,7.58,7.58,10
466,Arabica,Mexico,7.75,7.67,7.58,7.5,10
467,Arabica,Mexico,7.58,7.75,7.42,7.67,10
468,Arabica,Colombia,7.67,7.5,7.5,7.5,10
469,Arabica,Mexico,7.75,7.5,7.42,7.75,10
470,Arabica,Colombia,7.58,7.67,7.5,7.58,10
471,Arabica,Mexico,7.5,7.75,7.58,7.58,10
472,Arabica,Brazil,7.75,7.67,7.58,7.5,10
473,Arabica,Brazil,7.92,7.58,7.5,7.58,10
474,Arabica,Guatemala,7.75,7.5,7.67,7.5,9.33
475,Arabica,Brazil,7.75,7.5,7.58,7.5,10
476,Arabica,Brazil,7.58,7.75,7.67,7.5,10
477,Arabica,El Salvador,7.42,7.83,8.17,8.08,10
478,Arabica,Ethiopia,7.75,8,7.67,8.08,9.33
479,Arabica,Colombia,7.58,7.67,7.33,7.67,10
480,Arabica,Colombia,7.75,7.5,7.5,7.42,10
481,Arabica,Brazil,7.58,7.58,7.58,7.5,10
482,Arabica,Brazil,7.33,7.67,7.67,7.33,10
483,Arabica,Taiwan,7.5,7.83,7.67,7.25,83.08
484,Arabica,Brazil,7.42,7.67,7.58,7.5,10
485,Arabica,Brazil,7.58,7.83,7.67,7.42,10
486,Arabica,Costa Rica,7.83,7.33,7.5,7.67,10
487,Arabica,United States (Hawaii),7.33,7.75,7.58,7.33,10
488,Arabica,Taiwan,7.75,7.5,7.5,7.5,7.58
489,Arabica,United States (Hawaii),7.83,7.83,7.33,7.17,10
490,Arabica,Mexico,7.75,7.67,7.42,7.75,10
491,Arabica,United States (Hawaii),7.67,7.58,7.5,7.67,10
492,Arabica,United States (Hawaii),7.33,7.58,7.58,7.92,10
493,Arabica,Colombia,7.33,7.33,7.33,7.58,10
494,Arabica,Colombia,7.83,7.75,7.33,7.25,10
495,Arabica,Indonesia,7.67,7.58,7.5,7.58,10
496,Arabica,Guatemala,7.92,7.67,7.67,7.25,10
497,Arabica,Brazil,7.58,7.5,7.5,7.75,10
498,Arabica,Brazil,7.5,7.58,7.58,7.67,10
499,Arabica,Brazil,7.5,7.67,7.58,7.67,10
500,Arabica,Uganda,7.67,7.58,7.42,7.42,10
501,Arabica,Uganda,7.67,7.67,7.5,7.58,10
502,Arabica,Colombia,7.67,7.67,7.33,7.67,10
503,Arabica,Vietnam,7.75,7.67,7.58,7.58,10
504,Arabica,Guatemala,7.67,7.75,7.33,7.92,10
505,Arabica,Guatemala,7.75,7.67,7.33,7.75,10
506,Arabica,Guatemala,7.83,7.67,7.25,7.67,10
507,Arabica,Brazil,7.67,7.67,7.67,7.5,10
508,Arabica,Taiwan,7.33,7.25,10,10,0
509,Arabica,Uganda,7.83,7.58,7.5,7.5,10
510,Arabica,United States (Puerto Rico),7.67,7.5,7.67,7.83,9.33
511,Arabica,Guatemala,7.67,7.67,7.42,7.83,10
512,Arabica,Costa Rica,7.67,7.58,7.5,7.58,10
513,Arabica,Brazil,7.75,7.58,7.42,7.67,10
514,Arabica,Colombia,7.75,7.42,7.33,7.5,10
515,Arabica,Colombia,7.83,7.5,7.58,7.33,10
516,Arabica,Colombia,7.33,7.67,7.75,7.42,10
517,Arabica,Colombia,7.58,7.75,7.42,7.67,10
518,Arabica,Colombia,7.5,7.5,7.42,7.58,10
519,Arabica,Mexico,7.67,7.58,7.42,7.5,10
520,Arabica,Mexico,7.67,7.83,7.5,7.58,10
521,Arabica,Mexico,7.5,7.67,7.5,7.5,10
522,Arabica,Colombia,7.67,7.58,7.5,7.5,10
523,Arabica,Colombia,7.75,7.58,7.5,7.67,10
524,Arabica,Colombia,7.67,7.58,7.58,7.58,10
525,Arabica,Guatemala,7.5,7.67,7.5,7.67,10
526,Arabica,Colombia,7.67,7.67,7.58,7.5,10
527,Arabica,Thailand,7.33,7.67,7.58,7.5,10
528,Arabica,Colombia,7.33,7.67,7.58,7.33,10
529,Arabica,United States (Hawaii),7.83,7.83,7.67,7.83,9.33
530,Arabica,United States (Hawaii),7.5,7.58,7.42,7.58,10
531,Arabica,Colombia,7.5,7.58,7.67,7.67,10
532,Arabica,Nicaragua,7.58,7.83,7.75,7.92,9.33
533,Arabica,Thailand,7.5,7.25,7.42,7.75,10
534,Arabica,Brazil,7.67,7.58,7.5,7.58,10
535,Arabica,El Salvador,7.5,7.5,7.75,7.58,9.33
536,Arabica,Colombia,7.58,7.67,7.5,7.33,10
537,Arabica,Taiwan,7.25,7.67,7.67,7.58,82.92
538,Arabica,Ethiopia,7.58,7.58,7.5,7.5,10
539,Arabica,Taiwan,7.58,7.67,7.33,7.5,7.58
540,Arabica,Philippines,7.58,7.58,7.67,7.58,10
541,Arabica,Philippines,8.08,7.5,7.67,7.42,10
542,Arabica,Mexico,7.83,7.67,7.25,7.58,10
543,Arabica,Mexico,7.75,7.67,7.42,7.42,10
544,Arabica,Brazil,7.08,7.5,7.5,7.83,10
545,Arabica,Uganda,8,7.5,7.5,7.58,10
546,Arabica,Uganda,7.75,7.58,7.58,7.5,10
547,Arabica,Guatemala,7.75,7.5,7.42,7.58,10
548,Arabica,Guatemala,7.67,7.83,7.42,7.5,10
549,Arabica,Guatemala,7.58,7.58,7.25,7.58,10
550,Arabica,Colombia,7.58,7.5,7.75,7.33,10
551,Arabica,Colombia,7.75,7.5,7.25,7.5,10
552,Arabica,Guatemala,7.83,7.75,7.25,7.92,10
553,Arabica,Colombia,7.83,7.67,7.42,7.42,10
554,Arabica,Mexico,7.58,7.58,7.33,7.25,10
555,Arabica,Vietnam,7.67,7.33,7.17,7.58,10
556,Arabica,Mexico,8,7.92,7.67,7.17,10
557,Arabica,United States (Hawaii),7.5,7.5,7.5,7.42,10
558,Arabica,Colombia,7.5,7.75,7.33,7.75,10
559,Arabica,Thailand,7.42,7.58,7.5,7.17,10
560,Arabica,Kenya,7.75,7.58,7.42,7.58,10
561,Arabica,Guatemala,7.5,7.58,7.33,7.67,10
562,Arabica,Brazil,7.67,7.58,7.58,7.5,10
563,Arabica,El Salvador,7.33,7.67,7.67,7.83,10
564,Arabica,Rwanda,7.83,7.92,7.75,7.83,9.33
565,Arabica,Vietnam,7.25,7.58,7.5,7.42,10
566,Arabica,Guatemala,7.58,7.58,7.33,7.67,10
567,Arabica,Brazil,7.58,7.83,7.33,7.67,10
568,Arabica,Colombia,7.83,7.67,7.5,7.58,10
569,Arabica,United States,7.42,7.58,7.25,7.5,10
570,Arabica,Guatemala,7.67,7.67,7.75,7.67,10
571,Arabica,Colombia,7.5,7.42,7.58,7.5,10
572,Arabica,Colombia,7.83,7.5,7.5,7.42,10
573,Arabica,"Tanzania, United Republic Of",7.67,7.5,7.33,7.25,10
574,Arabica,Mexico,7.58,7.67,7.5,7.58,10
575,Arabica,Mexico,7.67,7.58,7.42,7.75,10
576,Arabica,Guatemala,7.67,7.67,7.33,7.5,10
577,Arabica,Mexico,7.58,7.58,7.5,7.42,10
578,Arabica,El Salvador,7.75,7.58,7.75,7.75,10
579,Arabica,Guatemala,7.5,7.58,7.42,7.67,10
580,Arabica,Guatemala,7.58,7.67,7.5,7.58,10
581,Arabica,Guatemala,7.5,7.67,7.17,7.67,10
582,Arabica,Guatemala,7.5,7.5,7.42,7.58,10
583,Arabica,Guatemala,7.42,7.58,7.42,7.67,10
584,Arabica,Indonesia,7.5,7.58,7.42,7.58,10
585,Arabica,Guatemala,7.58,7.58,7.33,7.58,10
586,Arabica,Taiwan,7.83,7.67,7.33,7.67,10
587,Arabica,El Salvador,7.67,7.67,7.17,7.33,10
588,Arabica,Costa Rica,7.58,7.5,7.42,7.67,10
589,Arabica,Honduras,7.58,7.5,7.42,7.58,10
590,Arabica,Brazil,7.5,7.5,7.58,7.5,10
591,Arabica,China,7.67,7.5,7.33,7.33,10
592,Arabica,China,7.5,7.67,7.42,7.67,10
593,Arabica,Colombia,7.5,7.58,7.58,7.75,10
594,Arabica,Malawi,7.75,7.58,7.42,7.5,10
595,Arabica,Guatemala,7.75,7.42,7.25,7.75,10
596,Arabica,Colombia,7.67,7.42,7.42,7.58,10
597,Arabica,United States (Hawaii),7.67,7.58,7.42,7.83,10
598,Arabica,United States (Hawaii),7.58,7.83,7.75,7.75,10
599,Arabica,Colombia,7.58,7.33,7.17,7.33,10
600,Arabica,Mexico,7.58,7.58,7.5,7.5,10
601,Arabica,Mexico,7.58,7.58,7.33,7.75,10
602,Arabica,Mexico,8.08,8.17,8,8,10
603,Arabica,Colombia,7.5,7.58,7.42,7.67,10
604,Arabica,Colombia,7.67,7.58,7.58,7.58,10
605,Arabica,United States (Hawaii),7.25,7.75,7.5,7.83,10
606,Arabica,Panama,7.42,7.42,7.5,7.58,10
607,Arabica,United States (Hawaii),7.75,7.67,7.5,7.83,10
608,Arabica,Brazil,7.5,7.58,7.25,7.75,10
609,Arabica,Brazil,7.5,7.58,7.5,7.67,10
610,Arabica,Laos,7.67,7.67,7.42,7.42,10
611,Arabica,El Salvador,7.67,7.67,7.67,7.67,9.33
612,Arabica,Mexico,7.5,7.67,7.42,7.75,10
613,Arabica,Colombia,7.75,7.5,7.33,7.58,10
614,Arabica,Brazil,7.58,7.5,7.42,7.67,10
615,Arabica,Brazil,7.33,7.5,7.58,7.58,10
616,Arabica,"Tanzania, United Republic Of",7.5,7.5,7.5,7.5,10
617,Arabica,"Tanzania, United Republic Of",7.58,7.5,7.5,7.58,10
618,Arabica,Taiwan,7.83,7.42,7.25,7.25,82.67
619,Arabica,Mexico,7.67,7.58,7.42,7.5,10
620,Arabica,Uganda,7.67,7.5,7.33,7.67,10
621,Arabica,Taiwan,7.5,7.5,7.5,7.5,7.5
622,Arabica,Thailand,7.42,7.5,7.5,7.67,10
623,Arabica,Colombia,7.75,7.58,7.67,7.25,10
624,Arabica,El Salvador,7.92,8,7.5,6.75,9.33
625,Arabica,Guatemala,7.67,7.67,7.17,7.67,10
626,Arabica,Thailand,7.83,7.33,7.83,7.33,9.33
627,Arabica,Mexico,7.58,7.58,7.42,7.58,10
628,Arabica,Mexico,7.5,7.58,7.58,7.58,10
629,Arabica,Colombia,7.33,7.58,7.42,7.42,10
630,Arabica,United States (Hawaii),7.83,7.67,7.5,7.67,9.33
631,Arabica,Mexico,7.75,7.58,7.25,7.75,10
632,Arabica,Colombia,8.08,7.67,7.67,7.33,10
633,Arabica,Colombia,7.5,7.42,7.33,7.33,10
634,Arabica,Guatemala,7.5,7.42,7.42,7.75,10
635,Arabica,Taiwan,7.67,7.42,7.5,7.42,10
636,Arabica,Brazil,7.5,7.58,7.42,7.5,10
637,Arabica,Taiwan,7.08,7,7,10,0.11
638,Arabica,Brazil,7.42,7.42,7.5,7.33,10
639,Arabica,Indonesia,7.83,7.58,7.42,7.33,10
640,Arabica,Thailand,7.75,7.33,7.42,7.67,10
641,Arabica,Thailand,7.42,7.58,7.58,7.42,10
642,Arabica,"Tanzania, United Republic Of",7.75,7.42,7.33,7.5,10
643,Arabica,Uganda,7.83,7.5,7.42,7.58,10
644,Arabica,Costa Rica,7.67,7.42,7.5,7.67,10
645,Arabica,Mexico,7.58,7.58,7.42,7.75,10
646,Arabica,Guatemala,7.5,7.58,7.42,7.58,10
647,Arabica,Colombia,7.75,7.25,7.33,7.42,10
648,Arabica,Colombia,7.75,7.5,7.75,7.25,10
649,Arabica,Colombia,7.58,7.5,7.42,7.58,10
650,Arabica,Mexico,7.5,7.58,7.5,7.5,10
651,Arabica,Mexico,7.67,7.58,7.58,7.75,10
652,Arabica,Colombia,7.33,7.42,7.58,7.42,10
653,Arabica,Brazil,7.58,7.5,7.33,7.75,10
654,Arabica,Brazil,7.5,7.5,7.5,7.5,10
655,Arabica,Indonesia,7.83,7.75,7.25,7.5,10
656,Arabica,Honduras,7.58,7.58,7.33,7.5,10
657,Arabica,Guatemala,7.5,7.5,7.33,7.5,10
658,Arabica,Thailand,7.5,7.83,7.5,7.75,10
659,Arabica,Thailand,7.33,7.5,7.5,7.5,10
660,Arabica,"Tanzania, United Republic Of",7.67,7.42,7.33,7.58,10
661,Arabica,"Tanzania, United Republic Of",7.75,7,7.42,7.58,10
662,Arabica,Mexico,7.42,7.58,7.5,7.67,10
663,Arabica,Brazil,7.42,7.5,7.67,7.33,10
664,Arabica,Guatemala,7.83,7.42,7.33,7.67,10
665,Arabica,Colombia,7.5,7.5,7.42,7.42,10
666,Arabica,Guatemala,7.83,7.67,7.17,7.33,10
667,Arabica,Mexico,7.5,7.58,7.5,7.5,10
668,Arabica,Mexico,7.67,7.5,7.33,7.67,10
669,Arabica,Mexico,7.92,7.5,7.33,7.58,10
670,Arabica,Guatemala,7.67,7.33,7.33,7.33,10
671,Arabica,Brazil,7.67,7.42,7.33,7.67,10
672,Arabica,Colombia,7.67,7.5,7.33,7.5,10
673,Arabica,United States (Hawaii),7.33,7.42,7.33,7.75,10
674,Arabica,Guatemala,7.75,7.58,7.67,7.67,10
675,Arabica,Honduras,7.42,7.67,7.17,7.58,10
676,Arabica,Guatemala,7.58,7.5,7.33,7.75,10
677,Arabica,Guatemala,7.67,7.58,7.25,7.67,10
678,Arabica,Guatemala,7.58,7.5,7.25,7.67,10
679,Arabica,Guatemala,7.5,7.42,7.08,7.75,10
680,Arabica,Colombia,5.08,7.75,7.83,7.75,10
681,Arabica,China,7.67,7.42,7.42,7.5,10
682,Arabica,Brazil,7.42,7.5,7.33,7.5,10
683,Arabica,"Tanzania, United Republic Of",7.67,7.25,7.42,7.42,10
684,Arabica,Brazil,7.17,7.83,7.33,7.5,10
685,Arabica,Guatemala,7.5,7.5,7.5,7.67,10
686,Arabica,Mexico,7.42,7.5,7.42,7.58,10
687,Arabica,Brazil,7.58,7.67,7.33,7.5,10
688,Arabica,Peru,7.58,7.58,7.58,7.75,10
689,Arabica,Brazil,7.25,7.33,7.25,7.5,10
690,Arabica,Mexico,7.5,7.58,7.5,7.92,10
691,Arabica,Honduras,7.25,7.67,7.42,7.17,10
692,Arabica,Colombia,7.67,7.42,7.33,7.5,10
693,Arabica,Mexico,7.5,7.42,7.42,7.67,10
694,Arabica,Mexico,7.42,7.58,7.5,7.42,10
695,Arabica,Mexico,7.42,7.58,7.33,7.58,10
696,Arabica,Mexico,7.75,7.33,7.25,7.58,10
697,Arabica,Mexico,7.5,7.58,7.33,7.5,10
698,Arabica,Mexico,7.58,7.58,7.17,7.5,10
699,Arabica,Mexico,7.58,7.33,7.33,7.58,10
700,Arabica,Mexico,7.67,7.58,7.33,7.42,10
701,Arabica,Mexico,7.83,7.5,7.42,7.67,10
702,Arabica,Colombia,7.67,7.33,7.25,7.42,10
703,Arabica,Brazil,7.75,7.5,7.42,7.42,10
704,Arabica,Colombia,7.33,7.58,7.17,7.58,10
705,Arabica,Colombia,7.58,7.25,7.42,7.25,10
706,Arabica,Honduras,7.5,7.58,7.33,7.5,10
707,Arabica,Brazil,7.33,7.5,7.5,7.33,10
708,Arabica,Brazil,7.42,7.42,7.42,7.5,10
709,Arabica,Brazil,7.5,7.5,7.42,7.5,10
710,Arabica,Costa Rica,7.75,7.5,7.25,7.25,10
711,Arabica,Costa Rica,7.75,7.33,7.5,7.5,10
712,Arabica,China,7.5,7.58,7.42,7.5,10
713,Arabica,Brazil,8.25,7.83,7.25,8.33,10
714,Arabica,Brazil,7.42,7.5,7.5,7.42,10
715,Arabica,Guatemala,7.5,7.42,7.17,7.83,10
716,Arabica,Malawi,7.33,7.58,7.42,7.58,10
717,Arabica,Brazil,7.75,8.08,7.67,8.08,6.67
718,Arabica,Guatemala,7.58,7.67,7.5,7.58,10
719,Arabica,Mexico,7.33,7.58,7.42,7.5,10
720,Arabica,Colombia,7.42,7.33,7.5,7.17,10
721,Arabica,Taiwan,7.5,7.5,10,10,0
722,Arabica,Taiwan,7.5,7.5,7.5,7.5,82.33
723,Arabica,Guatemala,7.5,7.42,7.58,7.5,10
724,Arabica,Colombia,7.5,7.42,7.5,7.5,10
725,Arabica,Mexico,7.67,7.5,7.42,7.5,10
726,Arabica,Costa Rica,7.92,7.58,7.25,7.75,10
727,Arabica,Guatemala,7.67,7.5,7.33,7.67,10
728,Arabica,Mexico,7.58,7.67,7.58,7.33,10
729,Arabica,Mexico,7.67,7.58,7.5,7.58,10
730,Arabica,Guatemala,7.5,7.67,7.33,7.5,10
731,Arabica,Brazil,7.58,7.5,7.42,7.5,10
732,Arabica,Mexico,8,7.75,7.33,7.33,10
733,Arabica,Brazil,7.58,7.58,7.25,7.58,10
734,Arabica,Colombia,7.83,7.58,7.33,7.25,10
735,Arabica,Brazil,7.58,7.5,7.25,7.42,10
736,Arabica,Taiwan,7,7.08,7,7.17,10
737,Arabica,Guatemala,7.67,7.5,7.25,7.67,10
738,Arabica,Brazil,7.42,7.67,7.5,7.08,10
739,Arabica,El Salvador,7.58,7.67,7.5,7.67,9.33
740,Arabica,Honduras,7.58,7.5,7.42,7.58,10
741,Arabica,Malawi,7.58,7.42,7.33,7.42,10
742,Arabica,Brazil,7.75,7.58,7.42,7.42,10
743,Arabica,Taiwan,7.5,7.5,7.5,7.5,82.25
744,Arabica,Mexico,7.58,7.58,7.42,7.42,10
745,Arabica,United States (Hawaii),7.33,7.42,7.5,7.67,10
746,Arabica,Mexico,7.58,7.58,7.5,7.17,10
747,Arabica,Guatemala,7.5,7.5,7.33,7.58,10
748,Arabica,Mexico,7.5,7.58,7.42,7.67,10
749,Arabica,Mexico,7.67,7.58,7.33,7.5,10
750,Arabica,El Salvador,7.75,7.33,7.33,7.5,10
751,Arabica,Mexico,7.33,7.58,7.42,7.67,10
752,Arabica,Mexico,7.42,7.5,7.42,7.58,10
753,Arabica,Colombia,7.5,7.42,7.67,7.33,10
754,Arabica,Colombia,7.67,7.33,7.33,7.33,10
755,Arabica,Brazil,7.67,7.58,7.42,7,10
756,Arabica,Colombia,7.17,7.25,7.58,7.25,10
757,Arabica,Brazil,7.42,7.42,7.5,7.42,10
758,Arabica,Honduras,7.5,7.5,7.17,7.42,10
759,Arabica,Nicaragua,7.5,7.5,7.33,7.42,10
760,Arabica,"Tanzania, United Republic Of",7.58,7.42,7.42,7.33,10
761,Arabica,"Tanzania, United Republic Of",7.42,7.42,7.42,7.5,10
762,Arabica,Brazil,6.92,7.58,7.42,7.33,10
763,Arabica,Thailand,7.42,7.42,7.17,7.75,10
764,Arabica,Honduras,7.67,7.5,7.25,7.42,10
765,Arabica,Guatemala,7.42,7.42,7.5,7.5,10
766,Arabica,Brazil,7.58,7.5,7.42,7.25,10
767,Arabica,"Tanzania, United Republic Of",7.75,7.42,7.42,7.58,10
768,Arabica,Mexico,7.42,7.33,7.17,7.42,10
769,Arabica,Mexico,7.5,7.5,7.33,7.42,10
770,Arabica,Taiwan,7.5,7.5,7.5,7.5,7.17
771,Arabica,Taiwan,7.5,7.17,7.17,7.58,82.17
772,Arabica,Colombia,7.33,7.25,7.25,7.58,10
773,Arabica,Mexico,7.5,7.67,7,7.5,10
774,Arabica,Guatemala,7.25,7.75,7,7.75,9.33
775,Arabica,Mexico,7.5,7.58,7.25,7.5,10
776,Arabica,Mexico,7,7.67,7.5,7.5,10
777,Arabica,Colombia,7.58,7.67,7.42,7.17,10
778,Arabica,Indonesia,7.5,7.5,7.42,7.42,10
779,Arabica,Colombia,7.75,7.58,7.42,7.67,10
780,Arabica,Brazil,7.42,7.58,7.42,7.5,10
781,Arabica,Brazil,7.25,7.25,7.58,7.58,10
782,Arabica,Costa Rica,7.75,7.42,7.42,7.25,10
783,Arabica,"Tanzania, United Republic Of",7.42,7.33,7.42,7.42,10
784,Arabica,"Tanzania, United Republic Of",7.42,7.5,7.5,7.33,10
785,Arabica,Colombia,7.5,7.42,7.42,7.42,10
786,Arabica,Costa Rica,7.58,7.33,7.33,7.33,10
787,Arabica,United States (Hawaii),7.25,7.58,7.58,7.25,10
788,Arabica,Mexico,7.42,7.58,7.5,7.33,10
789,Arabica,Mexico,7.5,7.42,7.42,7.5,10
790,Arabica,Mexico,7.67,7.5,7.25,7.58,10
791,Arabica,Vietnam,7.67,8,7.17,7.08,10
792,Arabica,Mexico,7.58,7.42,7.25,7.75,10
793,Arabica,United States (Hawaii),7.33,7.5,7.33,7.58,10
794,Arabica,Colombia,7.67,7.42,7.67,7.33,10
795,Arabica,Honduras,7.5,7.5,7.17,7.5,10
796,Arabica,Honduras,7.5,7.5,7.25,7.33,10
797,Arabica,Brazil,7.5,7.33,7.42,7.5,10
798,Arabica,"Tanzania, United Republic Of",7.67,7.33,7.33,7.42,10
799,Arabica,Laos,7.42,7.5,7.25,7.33,10
800,Arabica,"Tanzania, United Republic Of",7.42,7.42,7.33,7.58,10
801,Arabica,Malawi,7.5,7.42,7.33,7.58,10
802,Arabica,Taiwan,7.33,7.5,7.17,7.42,10
803,Arabica,Thailand,7.58,7.5,7.42,7.42,10
804,Arabica,Costa Rica,7.5,7.25,7.33,7.33,10
805,Arabica,Honduras,7.33,7.33,7.33,7.5,10
806,Arabica,Colombia,7.33,7.33,7.58,7.5,10
807,Arabica,Taiwan,7.33,7.42,8,7.5,82
808,Arabica,Brazil,7.33,7.67,7.42,7.17,10
809,Arabica,Mexico,7.67,7.33,7.25,7.5,10
810,Arabica,Brazil,7.42,7.5,7.33,7.5,10
811,Arabica,Brazil,7.42,7.5,7.25,7.5,10
812,Arabica,Guatemala,7.33,7.33,7.33,7.5,10
813,Arabica,Brazil,7.58,7.5,7.17,7.5,10
814,Arabica,Guatemala,7.75,7.33,7.33,7.42,9.33
815,Arabica,Colombia,7.33,7,7.08,7.42,10
816,Arabica,Guatemala,7.58,7.5,7.25,7.58,10
817,Arabica,Guatemala,7.5,7.5,7.25,7.42,10
818,Arabica,Honduras,7.58,7.5,7.25,7.33,10
819,Arabica,Brazil,7.42,7.33,7.33,7.5,10
820,Arabica,El Salvador,7.67,7.58,7.33,7.5,9.33
821,Arabica,Guatemala,7.58,7.58,7.17,7.83,10
822,Arabica,"Tanzania, United Republic Of",7.33,7.33,7.33,7.42,10
823,Arabica,Nicaragua,7.58,7.42,7.25,7.17,10
824,Arabica,Zambia,7.67,7.08,7.42,7.33,10
825,Arabica,Honduras,7.42,7.33,7.33,7.58,10
826,Arabica,Taiwan,7.42,7.25,7.5,7.5,81.92
827,Arabica,Mexico,7.58,7.5,7.25,7.58,10
828,Arabica,Mexico,7.5,7.5,7.25,7.25,10
829,Arabica,Mexico,7.5,7.42,7.25,7.5,10
830,Arabica,Mexico,7.33,7.58,7.17,7.58,10
831,Arabica,Mexico,7.67,7.42,7.33,7.83,10
832,Arabica,Brazil,7.42,7.58,7.25,7.5,10
833,Arabica,Colombia,7.67,7.33,7.33,7.58,10
834,Arabica,Guatemala,7.42,7.5,7.25,7.5,10
835,Arabica,Costa Rica,7.25,7.33,7.5,7.33,10
836,Arabica,Brazil,7.42,7.5,7.42,7.5,10
837,Arabica,Indonesia,7.75,7.83,7.58,7.75,10
838,Arabica,Guatemala,7.58,7.5,7.33,7.42,10
839,Arabica,Brazil,7.17,7.58,6.83,7.5,10
840,Arabica,Brazil,7.58,7,6.92,6.92,10
841,Arabica,Myanmar,7.33,7.58,7.5,7.42,10
842,Arabica,Mexico,7.58,7.5,7.33,7.5,10
843,Arabica,Honduras,7.5,7.5,7.33,7.5,10
844,Arabica,Costa Rica,7.67,7.5,7.5,7.25,10
845,Arabica,Taiwan,7.75,7.33,10,10,0
846,Arabica,Indonesia,7.42,7.42,7.42,7.33,10
847,Arabica,Malawi,7.58,7.42,7.33,7.33,10
848,Arabica,Brazil,7.33,7.58,7.25,7.17,10
849,Arabica,Honduras,7.5,7.5,7.33,7.33,10
850,Arabica,Mexico,7.42,7.42,7.25,7.5,10
851,Arabica,Colombia,7.5,7.5,7,7.42,10
852,Arabica,United States (Hawaii),7.83,7.83,7.83,8,10
853,Arabica,Brazil,7.75,7.75,7.5,7.42,9.33
854,Arabica,Guatemala,7.83,7.67,7.33,7.33,9.33
855,Arabica,Mexico,7.83,7.33,7.25,7.58,10
856,Arabica,Mexico,7.33,7.33,7.25,7.5,10
857,Arabica,Brazil,7.33,7.67,7.25,7.5,10
858,Arabica,Colombia,7.58,7.5,7.17,7.58,10
859,Arabica,United States (Hawaii),7.25,7.58,7.83,7.67,10
860,Arabica,Guatemala,7.5,7.5,7.25,7.42,10
861,Arabica,Vietnam,7,7.08,7.33,7.5,10
862,Arabica,"Tanzania, United Republic Of",7.42,7.42,7.42,7.42,10
863,Arabica,Brazil,7.17,7.25,7.17,7.25,10
864,Arabica,Mexico,7.5,7.5,7.33,7.42,10
865,Arabica,Mexico,7.42,7.5,7.17,7.67,10
866,Arabica,Mexico,7.42,7.5,7.33,7.58,10
867,Arabica,Mexico,7.33,7.42,7.33,7.67,10
868,Arabica,Mexico,7.5,7.42,7.25,7.33,10
869,Arabica,Colombia,7.33,7.42,7.33,7.33,10
870,Arabica,Colombia,7.42,7.58,6.92,7.08,10
871,Arabica,Brazil,7.42,7.5,7.25,7.5,10
872,Arabica,Guatemala,7.42,7.42,7.08,7.42,10
873,Arabica,Guatemala,7.42,7.33,7.17,7.67,10
874,Arabica,Honduras,7.58,7.5,7.33,7.33,10
875,Arabica,"Tanzania, United Republic Of",7.17,7.33,7.33,7.42,10
876,Arabica,Nicaragua,7.58,7.5,7.25,7.25,10
877,Arabica,Colombia,7.75,7.75,7.75,7.67,10
878,Arabica,Brazil,7.25,7.75,6.92,7.42,10
879,Arabica,"Tanzania, United Republic Of",7.42,7.33,7.25,7.42,10
880,Arabica,"Tanzania, United Republic Of",7.33,7.33,7.5,7.25,10
881,Arabica,Brazil,7.25,7.42,7.25,7.5,10
882,Arabica,Indonesia,7.17,7.42,7.33,7.42,10
883,Arabica,Honduras,7.5,7.33,7.5,7.5,10
884,Arabica,Costa Rica,7.5,7.17,7.17,7.17,10
885,Arabica,Mexico,7.42,7.42,7.67,8,10
886,Arabica,Taiwan,7.42,7.25,10,10,0
887,Arabica,Taiwan,7.58,7.42,7.33,7.42,10
888,Arabica,Mexico,7.5,7.42,7.08,7.58,10
889,Arabica,Guatemala,7.5,7.67,7.33,7.33,10
890,Arabica,Mexico,7.25,7.67,7.58,7.67,10
891,Arabica,Mexico,7.67,7.25,7.17,7.75,10
892,Arabica,Mexico,7.5,7.42,7.33,7.42,10
893,Arabica,Mexico,7.58,7.42,7.25,7.58,10
894,Arabica,Mexico,7.75,7.58,7.25,7.17,10
895,Arabica,United States (Hawaii),7.42,7.33,7.33,7.33,10
896,Arabica,Honduras,7.5,7.42,7.08,7.42,10
897,Arabica,Guatemala,7.42,7.42,7.08,7.5,10
898,Arabica,Taiwan,7.42,7.42,7.25,7.67,10
899,Arabica,Costa Rica,7.58,7.42,7.5,7.17,10
900,Arabica,"Tanzania, United Republic Of",7.42,7.42,7.33,7.42,10
901,Arabica,Malawi,7.42,7.42,7.17,7.58,10
902,Arabica,Taiwan,7.33,7.17,7.08,7.08,9.33
903,Arabica,Brazil,7.42,7.42,7.33,7.33,10
904,Arabica,Guatemala,7.42,7.33,7.17,7.58,10
905,Arabica,Mexico,7.67,7.5,7.42,7.5,10
906,Arabica,Mexico,7.33,7.5,7.25,7.5,10
907,Arabica,Mexico,7.67,7.58,7.42,7.58,8.67
908,Arabica,Thailand,7.08,7.33,7.58,7.58,10
909,Arabica,Thailand,7.33,7.33,7.17,7.5,10
